time_h,S,DO2,O2,P,V,Wt,pH,T,Q,Viscosity,Culture_age,a0,a1,a3,a4,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,nm,phi0,CO2outgas,CO2_d,PAA,NH3,mu_P_calc,mu_X_calc,Fg,RPM,Fpaa,Fs,Fa,Fb,Fc,Foil,Fh,Fw,pressure,Fremoved
h,g/L,mg/L,O2  (%),g/L,L,Kg,pH,K,kJ,centPoise,h,g/L,g/L,g/L,g/L,-,-,-,-,-,-,-,-,-,-,-,-,%,(mg L^{-1}),PAA (g L^{-1}),NH3 (g L^{-1}),hr^{-1},hr^{-1},L/h,RPM,PAA flow (L/h),L/h,L/h,L/h,L/h,L/hr,L/h,L/h,bar,L/h
0.2,1.016459424,14.77251095,0.1832812459,0.001,58512.97137,61827.63801,6.466466089,297.5821633,259.0133298,4.079163258,0.09038641632,0.1568773282,0.3004956706,7.486811354e-29,4.469265199e-33,1719396.157,37969.37027,557.2164735,6.125051772,0.05383403343,0.0003943397175,2.478034333e-06,1.36494927e-08,6.701929494e-11,2.971056377e-13,6.377455069e-14,1.406677692e-05,0.08179929904,0.2160781536,1400.962181,1784.59967,0.008408829609,0.07122542994,30,100,5,8,0,15.68749785,0.0001,22,276.0337424,0,0.6,-0
0.4,1.070495937,14.75111208,0.2010347039,0.0009994375199,58516.14853,61835.29247,6.48768384,297.8475553,330.4471682,4.159701121,0.1829815884,0.1649539794,0.3037140972,1.495741057e-25,1.764005749e-29,3369133.846,149596.9273,4404.028844,97.01986793,1.708102881,0.02505108741,0.0003149520205,3.466689965e-06,3.395262065e-08,2.992458419e-10,6.422986384e-11,2.756366182e-05,0.09252643207,0.2441598273,1409.536419,1788.353648,0.008442402544,0.07095895083,30,100,5,8,0,29.10106223,0.0001,22,83.56743888,0,0.6,-0
0.6,1.123351423,14.74397095,0.2053794975,0.000998855437,58520.36704,61843.98762,6.516307905,297.8195292,322.9029975,4.241579651,0.2778879695,0.173102146,0.3073777729,1.279274461e-23,2.255988137e-27,4959835.201,331729.3568,14686.51687,486.1755044,12.85612383,0.283098126,0.005342181959,8.821981354e-05,1.295543256e-06,1.709532551e-08,3.669091484e-09,4.057755685e-05,0.09602198087,0.2538112664,1418.094465,1792.069201,0.008423732119,0.07066138365,30,100,5,8,0,34.47793212,0.0001,22,0.0001,0,0.6,-0
0.8,1.175099746,14.73269353,0.2063590709,0.0009982911387,58523.33161,61851.43868,6.538232589,298.1802837,420.0191294,4.324773055,0.3752174408,0.1813824229,0.3115123268,3.000759961e-22,7.046909397e-26,6500510.101,581513.7279,34401.33558,1520.778053,53.681433,1.577463566,0.0397127016,0.0008746611943,1.712555675e-05,3.009563805e-07,6.458876464e-08,5.31821739e-05,0.09805435711,0.2568641502,1426.644387,1795.815345,0.008441273468,0.07073584844,30,100,5,8,0,28.44877991,0.0001,22,110.8501231,0,0.6,-0
1,1.225530739,14.71790706,0.2064996555,0.0009977752146,58523.31595,61855.90847,6.539969591,298.026939,378.7367814,4.409263131,0.4750930462,0.1898162689,0.3161285124,3.466531968e-21,1.017350145e-24,7999041.261,896351.333,66403.48496,3674.524324,162.308899,5.966984273,0.1878941678,0.005175215974,0.0001266928743,2.781209177e-06,5.968418521e-07,6.544200328e-05,0.09984189406,0.2624959694,1435.243498,1799.645075,0.008470844428,0.07084168552,30,100,5,8,0,13.69542847,117.902965,22,11.08501231,0,0.6,-0
1.2,1.274709883,14.68102449,0.206254628,0.000997309693,58520.60006,61857.67623,6.519885155,297.9099611,347.245219,4.495033808,0.5776391,0.1983900431,0.3212104115,2.555912233e-20,9.001458476e-24,9462370.559,1273852.512,113409.7004,7540.168063,400.0695826,17.66321297,0.6678376299,0.02208294533,0.000648906497,1.708455015e-05,3.666074821e-06,7.741383811e-05,0.1016408298,0.2680628084,1443.909171,1803.550772,0.008476454393,0.07073762771,30,100,5,8,0,0,69.05400045,22,1.108501231,0,0.6,-0
1.4,1.322350026,14.67602823,0.2061776796,0.0009968408365,58517.86619,61859.42558,6.500660574,298.1524012,412.5102134,4.5820701,0.6829778432,0.2071133038,0.3267453075,1.383958912e-19,5.689226527e-23,10896627.89,1711818.821,178008.7625,13823.33272,856.5256361,44.15520135,1.949100162,0.07523556143,0.002580528269,7.924495793e-05,1.700362376e-05,8.91478285e-05,0.1035055495,0.2713155147,1452.524212,1807.449765,0.008475802979,0.07068942598,30,100,5,8,0,0,20.71620013,22,83.81893435,0,0.6,-0
1.6,1.368724494,14.65801204,0.2060407051,0.0009963681897,58515.1688,61861.22021,6.48256636,298.0144055,375.3629269,4.670358063,0.7912295482,0.2159963331,0.3327310512,5.973744412e-19,2.808413095e-22,12307175.89,2208178.197,262651.3447,23333.35102,1653.842809,97.515971,4.922927402,0.2173053694,0.008522822121,0.0002990755614,6.416863178e-05,0.0001006878473,0.1054481628,0.2773147782,1461.104113,1811.340175,0.008527869306,0.070635388,30,100,5,8,0,0.2545567919,101.8588998,22,8.381893435,0,0.6,-0
1.8,1.413227136,14.64129779,0.2058982085,0.0009958728388,58514.00334,61864.53884,6.475192889,297.9184457,349.5318562,4.759887253,0.9025191294,0.2250570116,0.3391672053,2.167610107e-18,1.147148332e-21,13698945.95,2761009.209,369666.8326,36977.82166,2951.083423,195.9054436,11.13361255,0.5532067992,0.02442152905,0.0009639609446,0.0002068108217,0.0001120742395,0.1074741789,0.2833691739,1469.653679,1815.175045,0.008531848227,0.07067591626,30,100,5,8,0,7.745843019,58.14711926,22,0.8381893435,0,0.6,-0
2,1.456015951,14.63601182,0.2058499345,0.0009953405997,58514.90439,61869.92665,6.481273591,298.1197161,403.7117901,4.850648519,1.016971763,0.2343026808,0.346050573,6.854922962e-18,4.032724184e-21,15076563.18,3368481.75,501245.8857,55751.78752,4947.517971,365.1797519,23.07318089,1.274463933,0.06253784696,0.002742083266,0.0005882560782,0.0001233448441,0.1095865549,0.2874758429,1478.119829,1818.937239,0.008550485017,0.07070327443,30,100,5,8,0,18.154971,17.44413578,22,68.74698869,0,0.6,-0
2.2,1.49703176,14.62202366,0.2057588216,0.0009947810268,58517.38507,61876.89497,6.497461231,298.015312,375.6060504,4.942637314,1.134723119,0.2437842647,0.3534150039,1.941433691e-17,1.257100197e-20,16444196.81,4028907.992,659473.3044,80737.34197,7887.030798,640.8033861,44.56404983,2.709128294,0.1462982634,0.007055243011,0.001513455488,0.0001345337706,0.1117913613,0.2939809613,1486.535572,1822.640204,0.008521697409,0.07100650521,30,100,5,8,0,26.12199478,84.54385507,22,6.874698869,0,0.6,-0
2.4,1.537110758,14.59604428,0.2055531555,0.0009942208915,58520.19177,61884.19889,6.515203184,297.9388776,355.0285405,5.035845597,1.255898173,0.2533977818,0.3611769174,5.018464389e-17,3.547173386e-20,17805239.33,4740670.055,846300.634,113089.453,12060.06085,1069.65188,81.20019844,5.387979035,0.317563918,0.01670529194,0.003583303397,0.0001456687736,0.1140803845,0.3006155,1494.866141,1826.325844,0.008568450417,0.07042635371,30,100,5,8,0,27.62386527,51.5042615,22,0.6874698869,0,0.6,-0
2.6,1.575967457,14.57442947,0.2053588099,0.0009936794209,58521.86912,61890.37168,6.525258835,298.1223593,404.4277764,5.130261784,1.380609809,0.2631870793,0.3693623446,1.201448585e-16,9.206089513e-20,19162457.38,5502204.137,1063557.343,154031.1343,17806.5735,1712.075487,140.8854394,10.13295055,0.6473160491,0.0368877831,0.007911955656,0.0001567724879,0.116447349,0.3054371541,1503.206567,1830.038683,0.008570969769,0.07006015934,30,100,5,8,0,22.05619861,15.45127845,22,60.55804391,0,0.6,-0
2.8,1.613363466,14.54221783,0.2050888351,0.0009931695302,58521.62136,61894.62578,6.521605295,298.0324071,380.2090217,5.225881176,1.508988862,0.2732336276,0.3780319159,2.693328739e-16,2.22395805e-19,20518770.39,6311966.209,1312925.378,204837.4072,25516.37806,2643.703849,234.4167661,18.16617652,1.250323163,0.07672647271,0.01645577221,0.0001678687977,0.1189015025,0.3125298106,1511.55963,1833.801769,0.008534820309,0.07016367834,30,100,5,8,0,12.49645648,77.03362803,22,6.055804391,0,0.6,-0
3,1.649163382,14.50390579,0.2047485149,0.0009926889847,58519.78097,61897.29486,6.505721788,297.9624939,361.3855968,5.322703573,1.641178979,0.2835239598,0.3871678901,5.704822906e-16,5.050305687e-19,21877144.67,7168489.759,1595967.716,266834.9569,35631.9493,3957.692572,376.1933516,31.25017242,2.305425662,0.1515669014,0.03250492103,0.0001789819713,0.1214487444,0.319818703,1519.946811,1837.605448,0.008579156361,0.07009426903,30,100,5,8,0,4.418500061,49.21247383,22,0.6055804391,0,0.6,-0
3.2,1.697911268,14.48157651,0.2045244364,0.0009921910779,58519.01053,61901.51144,6.487716741,297.924203,351.0762006,5.420731815,1.777332763,0.2940736866,0.3967694864,1.151024379e-15,1.087715327e-18,23234626.59,8070411.75,1914219.753,341428.3987,48657.69738,5768.266537,585.1928497,51.88051387,4.084560675,0.2864487095,0.06142755437,0.0001900878443,0.1240921871,0.3271167893,1528.211927,1841.365526,0.008547526946,0.07011736316,30,100,5,15,0,2.690191545,26.9823417,22,0.06055804391,0,0.6,-0
