time_h,S,DO2,O2,P,V,Wt,pH,T,Q,Viscosity,Culture_age,a0,a1,a3,a4,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,nm,phi0,CO2outgas,CO2_d,PAA,NH3,mu_P_calc,mu_X_calc,Fg,RPM,Fpaa,Fs,Fa,Fb,Fc,Foil,Fh,Fw,pressure,Fremoved
h,g/L,mg/L,O2  (%),g/L,L,Kg,pH,K,kJ,centPoise,h,g/L,g/L,g/L,g/L,-,-,-,-,-,-,-,-,-,-,-,-,%,(mg L^{-1}),PAA (g L^{-1}),NH3 (g L^{-1}),hr^{-1},hr^{-1},L/h,RPM,PAA flow (L/h),L/h,L/h,L/h,L/h,L/hr,L/h,L/h,bar,L/h
0.2,1.084350492,14.67801023,0.2289486414,0.001,58723.6566,61960.79653,6.453813486,297.5911001,255.945776,4.081636313,0.09902807546,0.1723261748,0.3291466245,7.702474718e-29,4.616595217e-33,1762086.584,38849.79301,569.6786299,6.259005888,0.05499543579,0.000402814402,2.531846682e-06,1.395511818e-08,6.860654082e-11,3.047604404e-13,6.541766279e-14,1.441603715e-05,0.08707398948,0.2296565,1410.319049,1667.649553,0.007748271736,0.07559381572,30,100,5,8,0,24.31328161,0.0001,22,271.2799401,0,0.6,-0
0.4,1.131491353,14.65574765,0.2117615256,0.0009993907663,58729.5497,61971.15708,6.490480106,297.8556306,327.4086764,4.164776785,0.2006264594,0.1817263287,0.3328921921,1.528492714e-25,1.80278734e-29,3468973.89,153547.9847,4513.23726,99.33146194,1.747692409,0.02562018231,0.0003220013113,3.543446522e-06,3.469895755e-08,3.057997586e-10,6.563659072e-11,2.838047627e-05,0.09861409822,0.2601532073,1418.231318,1671.304488,0.007762849853,0.07515595224,30,100,5,8,0,42.7878874,0.0001,22,81.78008387,0,0.6,-0
0.6,1.177363293,14.64268997,0.2076407936,0.0009987670762,58736.24908,61982.33519,6.530961103,297.8346407,321.7375706,4.249380305,0.3049198844,0.1912197268,0.3371972828,1.307934003e-23,2.306159828e-27,5129850.606,341534.3455,15085.71451,498.6930774,13.17477958,0.2899201834,0.00546815692,9.026483337e-05,1.325165563e-06,1.748190936e-08,3.752062347e-09,4.196849213e-05,0.1025056112,0.2708807055,1426.046311,1674.927955,0.007764302533,0.07489905714,30,100,5,8,0,46.99557859,0.0001,22,0.0001,0,0.6,-0
0.8,1.221353539,14.62159291,0.206527407,0.0009981817799,58740.52483,61991.07709,6.55848457,298.1827015,415.7873851,4.335416129,0.4120459184,0.2008573054,0.3420832131,3.070301385e-22,7.20846193e-26,6752899.972,600488.4162,35416.74163,1562.804226,55.09709452,1.617632356,0.04069680595,0.0008958693583,1.75334896e-05,3.080204211e-07,6.610479531e-08,5.52470337e-05,0.1048500036,0.2747166444,1433.89205,1678.611267,0.00779235189,0.07484446764,30,100,5,8,0,35.11569288,0.0001,22,105.5015923,0,0.6,-0
1,1.263800641,14.59696104,0.2061147851,0.0009976526111,58741.36211,61996.37165,6.561512888,298.0474369,379.2353604,4.422857599,0.5221446681,0.2106197415,0.3475293143,3.549320725e-21,1.041305606e-24,8345465.916,928313.0255,68515.89738,3782.871382,166.8408225,6.126860507,0.1927679022,0.005305975442,0.0001298249736,2.848713606e-06,6.113282389e-07,6.827618337e-05,0.106937469,0.2810539813,1441.805787,1682.38468,0.007815422463,0.07449824892,30,100,5,8,0.518371139,17.55784644,114.0375217,22,10.55015923,0,0.6,-0
1.2,1.304856465,14.58303708,0.205959447,0.0009971552085,58740.58276,62000.05032,6.550439146,297.9396384,350.1049389,4.511679769,0.6353524567,0.2205130265,0.353513838,2.621912141e-20,9.233425221e-24,9913719.298,1323087.556,117276.9996,7776.69714,411.8972134,18.16314747,0.6861366015,0.02267369005,0.0006659704362,1.752875607e-05,3.761394629e-06,8.110642634e-05,0.109040321,0.2874076865,1449.762819,1686.196446,0.007791132713,0.07413936071,30,100,5,8,1.039274894,8.778923219,71.61210776,22,1.055015923,0,0.6,-0
1.4,1.344129281,14.5537251,0.2057420962,0.0009966678918,58739.00994,62002.93186,6.531842937,298.1846153,416.3047528,4.601861686,0.7518069251,0.2305673347,0.3600356702,1.421468221e-19,5.843605008e-23,11463268.21,1783034.071,184480.2042,14282.37127,883.1941213,45.46666269,2.005015647,0.0773405201,0.002651504161,8.140247801e-05,1.746656459e-05,9.378364371e-05,0.1112185501,0.2913590129,1457.720797,1690.022509,0.007778568095,0.07392611124,30,100,5,8,1.560801335,4.38946161,21.48363233,22,82.20785819,0,0.6,-0
1.6,1.381533548,14.53462992,0.2056023863,0.0009961975594,58736.23029,62004.59715,6.509771402,298.0594993,382.4955415,4.693388236,0.8716542865,0.2408378406,0.367119704,6.137523341e-19,2.884934496e-22,12999471.18,2306478.788,272782.4204,24149.79829,1707.779128,100.5331789,5.069267386,0.2235709365,0.008763001424,0.0003073663228,6.594747921e-05,0.0001063516749,0.1134907796,0.2981655744,1465.713927,1693.873657,0.007799714851,0.07399512462,30,100,5,8,0,0,104.5455876,22,8.220785819,0,0.6,-0
1.8,1.4168564,14.50683852,0.2054149677,0.0009957290605,58733.48215,62006.29399,6.488607527,297.9674266,357.6161499,4.786252641,0.9950585974,0.2513727354,0.374787766,2.228125548e-18,1.178823132e-21,14527480.48,2891906.806,384739.4612,38337.32118,3051.691468,202.2128674,11.47652372,0.5696634915,0.0251285123,0.0009912880924,0.0002126737161,0.0001188526717,0.1158699175,0.3051620848,1473.668088,1697.712981,0.007759027434,0.07432201,30,100,5,8,0,0,66.46631755,22,0.8220785819,0,0.6,-0
