time_h,S,DO2,O2,P,V,Wt,pH,T,Q,Viscosity,Culture_age,a0,a1,a3,a4,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,nm,phi0,CO2outgas,CO2_d,PAA,NH3,mu_P_calc,mu_X_calc,Fg,RPM,Fpaa,Fs,Fa,Fb,Fc,Foil,Fh,Fw,pressure,Fremoved
h,g/L,mg/L,O2  (%),g/L,L,Kg,pH,K,kJ,centPoise,h,g/L,g/L,g/L,g/L,-,-,-,-,-,-,-,-,-,-,-,-,%,(mg L^{-1}),PAA (g L^{-1}),NH3 (g L^{-1}),hr^{-1},hr^{-1},L/h,RPM,PAA flow (L/h),L/h,L/h,L/h,L/h,L/hr,L/h,L/h,bar,L/h
0.2,1.025155593,14.65550435,0.1971740128,0.001,57841.71914,61495.70052,6.575731361,297.8246288,92.79560739,4.08333757,0.1054942511,0.1829008624,0.3507523712,8.666198172e-29,5.182673565e-33,1986697.59,43842.62372,643.1908266,7.068655412,0.06211988874,0.0004550190287,2.859619635e-06,1.575589654e-08,7.740477395e-11,3.43454042e-13,7.372335817e-14,1.625363165e-05,0.08956566828,0.2341978377,1407.364179,1668.109429,0.008099312243,0.06918814329,30,100,5,8,0,0,0.0001,22,104.8218594,0,0.6,-0
0.4,1.075062498,14.63315915,0.2041654907,0.0009995384276,57839.09161,61497.54534,6.553382677,297.9243944,119.3413382,4.168086614,0.2135018637,0.192105679,0.3544269206,1.726228289e-25,2.035946188e-29,3900423.611,172963.3388,5088.593239,112.0563353,1.97230708,0.0289204523,0.0003635490586,4.001203069e-06,3.918506088e-08,3.453515165e-10,7.41259452e-11,3.191026605e-05,0.1017532333,0.2674861484,1416.973332,1672.086179,0.008039364878,0.06914864354,30,100,5,8,0,0,0.0001,22,35.07434595,0,0.6,-0
0.6,1.123441121,14.61507974,0.2057366051,0.0009990724129,57836.55799,61499.48513,6.531285797,297.9020664,113.400485,4.254223999,0.3241596522,0.2015007889,0.3586526902,1.476728572e-23,2.604096152e-27,5752745.009,384029.5523,16985.72069,561.9618648,14.85439088,0.327009444,0.006169507712,0.0001018654573,1.495741339e-06,1.973500338e-08,4.235633533e-09,4.706453505e-05,0.1056777856,0.2783326996,1426.56175,1676.051131,0.008002935529,0.06965600697,30,100,5,8,0.5228369991,0,0.0001,22,0.0001,0,0.6,-0
0.8,1.170111321,14.59987253,0.2060392056,0.0009986046005,57833.90032,61501.30636,6.510894424,298.0634061,156.3271392,4.341736077,0.4376202087,0.2111123038,0.3634444864,3.465024553e-22,8.136600173e-26,7553926.65,674036.5749,39824.50313,1759.181296,62.06507101,1.823152999,0.04588523024,0.001010390578,1.977965138e-05,3.475488381e-07,7.45880541e-08,6.180041789e-05,0.1079734623,0.2832925121,1436.122548,1680.009947,0.007996453238,0.07023827097,30,100,5,8,0,0,0.0001,22,51.22660492,0,0.6,-0
1,1.215023724,14.57517461,0.2059634455,0.0009981340127,57831.23043,61503.10666,6.491320848,297.990742,136.9944715,4.43060904,0.5540346318,0.220906004,0.3687845987,4.002647148e-21,1.174470184e-24,9313002.008,1040264.293,76942.53294,4253.620327,187.7651392,6.899488289,0.217174977,0.005979824116,0.000146350697,3.21197597e-06,6.892835814e-07,7.61918195e-05,0.1100106004,0.2891294913,1445.664097,1683.960238,0.008025697206,0.07046676638,30,100,5,8,0,0,52.15725172,22,5.122660492,0,0.6,-0
1.2,1.258318021,14.5459837,0.20575877,0.0009976504328,57829.37646,61505.72346,6.477885582,297.9390331,123.237411,4.52082701,0.6735468577,0.2308679614,0.3746558392,2.955670071e-20,1.041072947e-23,11037737.09,1480243.349,131535.3902,8735.510691,463.1573632,20.43857798,0.7725187313,0.02553902443,0.0007503798611,1.975566171e-05,4.239253116e-06,9.030227537e-05,0.1120696557,0.2949475384,1455.13991,1687.878161,0.008073408015,0.07051973215,30,100,5,8,0,3.990609621,28.25580251,22,0.5122660492,0,0.6,-0
1.4,1.299619265,14.53122173,0.2056511989,0.0009971332788,57829.38361,61510.20423,6.476118904,298.0495271,152.6341222,4.612379004,0.7963089836,0.2410791454,0.3810965151,1.601383482e-19,6.584187202e-23,12735183.72,1991688.561,206654.8721,16027.0471,992.2460941,51.1234654,2.255871794,0.08705777298,0.002985715283,9.168784568e-05,1.967349853e-05,0.0001041894782,0.1142162757,0.2997613737,1464.585155,1691.730796,0.008074153933,0.07106425495,30,100,5,8,0,13.33780918,8.476740753,22,37.79579729,0,0.6,-0
1.6,1.339322727,14.52007493,0.2055963068,0.0009965812492,57831.3894,61516.6834,6.486231858,297.9984901,139.0553767,4.705255037,0.9224731294,0.2514771277,0.3880638882,6.908477731e-19,3.247444414e-22,14411618.6,2572466.156,305203.8346,27072.71375,1916.977607,112.9523688,5.699303091,0.2514803585,0.009860389445,0.0003459406142,7.422384316e-05,0.0001179047789,0.1164624042,0.3060092375,1473.947237,1695.515362,0.008112560526,0.07108236093,30,100,5,8,0,23.37304923,44.69871649,22,3.779579729,0,0.6,-0
1.8,1.377175978,14.49147444,0.2054117518,0.0009960114103,57834.60524,61524.37314,6.502554992,297.9604472,128.9331954,4.799443849,1.052186335,0.2620832777,0.395566686,2.507325498e-18,1.326677842e-21,16072527.58,3220625.987,429965.1983,42936.12047,3422.740729,227.0357154,12.8952507,0.6404555038,0.028263551,0.001115321901,0.0002392842434,0.0001314930588,0.1188080951,0.3124867186,1483.25358,1699.254216,0.00810182311,0.07113166715,30,100,5,8,0,29.3614823,28.11950567,22,0.3779579729,0,0.6,-0
2,1.413461117,14.4706987,0.205261368,0.0009954458659,57837.72451,61531.96426,6.516456133,297.9393877,123.3294231,4.894933666,1.185591779,0.2728768642,0.403585301,7.933423234e-18,4.6664945e-21,17722864.91,3934291.71,583565.4894,64784.64694,5741.942365,423.4471194,26.73773592,1.476185082,0.07241106985,0.00317419107,0.0006809557627,0.0001449948495,0.1212505752,0.3190906292,1492.52482,1702.9864,0.008079565126,0.07092022739,30,100,5,8,0,28.83830723,15.32087215,22,0.03779579729,0,0.6,-0
2.2,1.448177053,14.44691252,0.2051004902,0.000994901417,57839.6241,61538.33798,6.523435074,298.0185129,144.3853132,4.991714446,1.322835125,0.283884892,0.4121320139,2.247435315e-17,1.454961777e-20,19366997.53,4711729.886,768516.2,93889.55878,9159.164828,743.4390328,51.66496812,3.139126118,0.1694500242,0.008169224777,0.001752421579,0.000158445878,0.123788897,0.3251184877,1501.785706,1706.744594,0.008079064035,0.07076711337,30,100,5,8,0,22.78249218,4.596261645,22,24.25048005,0,0.6,-0
2.4,1.48049287,14.41015668,0.2048413288,0.0009943867822,57839.74893,61542.92724,6.517520014,297.9977937,138.8715563,5.08978201,1.464077835,0.2951859213,0.4212607935,5.811069552e-17,4.106532236e-20,21009540.83,5551281.975,987186.6696,131612.2846,14014.08253,1241.633537,94.18163355,6.245622733,0.367943254,0.01934857121,0.004150290585,0.000171883904,0.1264318791,0.3321976933,1511.084006,1710.543446,0.00807395895,0.07099807242,30,100,5,8,0,13.95005534,29.77945013,22,2.425048005,0,0.6,-0
2.6,1.510943741,14.39384463,0.2047288044,0.0009938944151,57838.59036,61546.24116,6.50401327,297.9775025,133.4716505,5.189135966,1.609492504,0.3067671634,0.4309547042,1.39159123e-16,1.066058294e-19,22655054.9,6451403.403,1241812.736,179397.3505,20704.75294,1988.411047,163.4839871,11.75059007,0.7502704256,0.04273754702,0.009166657342,0.0001853462345,0.1291850245,0.339606708,1520.43172,1714.369099,0.008114111145,0.0710612981,30,100,5,8,0,7.503783839,22.7321089,22,0.2425048005,0,0.6,-0
2.8,1.539350174,14.36075471,0.2045118193,0.0009934052368,57837.22413,61549.34954,6.489363357,297.9679429,130.9276479,5.289773725,1.759243773,0.3186071623,0.4411852524,3.121637793e-16,2.577162299e-19,24307566.97,7410646.774,1534498.361,238763.9043,29690.2649,3072.379082,272.184472,21.07897168,1.450073202,0.08895052056,0.01907750781,0.0001988658172,0.1320459988,0.347212592,1529.736508,1718.190379,0.0081219637,0.07093970367,30,100,5,8,0,6.443849944,15.80429996,22,0.02425048005,0,0.6,-0
3,1.565308175,14.32724218,0.2042768568,0.0009928990621,57836.81536,61553.41719,6.480322211,297.96704,130.6873912,5.391695828,1.913506013,0.3308020222,0.452024615,6.617384107e-16,5.857452239e-19,25971280.69,8427636.25,1867199.269,311290.9314,41491.4596,4602.664476,437.1058978,36.28651194,2.675713632,0.1758524817,0.03771319622,0.0002124770432,0.135024783,0.3550482188,1538.944807,1721.969768,0.008127403681,0.07133010426,30,100,5,8,0,11.22333731,11.81476149,22,0.002425048005,0,0.6,-0
3.2,1.603126405,14.2972851,0.2040531804,0.0009923400049,57839.4811,61560.9913,6.480531154,297.9690285,131.2165875,5.494901407,2.072447346,0.3432277241,0.4633497113,1.33533056e-15,1.261635075e-18,27642977.7,9501018.088,2241754.452,398618.1286,56694.41417,6711.737671,680.2360238,60.26302488,4.741987278,0.3324243543,0.07128683209,0.0002261535825,0.1381165033,0.3631546723,1548.058764,1725.647185,0.008177048152,0.07098062351,30,100,5,15,0,19.59722795,10.37284534,22,0.0002425048005,0,0.6,-0
3.4,1.637614371,14.25821726,0.203775309,0.0009917532036,57843.80102,61570.20071,6.490609831,297.9746908,132.723636,5.599390046,2.236236642,0.3560228622,0.4752781451,2.580493735e-15,2.592203662e-18,29320034.18,10629127.51,2659864.489,502434.1382,75951.07807,9557.924297,1029.747925,96.97333825,8.111017587,0.6041463969,0.1295478648,0.0002398739687,0.141327211,0.3715366389,1557.06558,1729.260802,0.008194053815,0.07128021704,30,100,5,15,0,27.87514945,9.829634776,22,0.0001,0,0.6,-0
3.6,1.669796251,14.23286762,0.2035906667,0.0009911530177,57848.96747,61580.25166,6.504271299,297.9815946,134.5613032,5.705163411,2.405051226,0.3690992906,0.4877267241,4.799461588e-15,5.108381749e-18,31006974.93,11810340.48,3123081.614,624467.0553,99979.9535,13327.99347,1521.132472,151.7446472,13.44455575,1.060369526,0.2273614515,0.0002536752205,0.1446557465,0.3802150228,1566.042156,1732.837236,0.008168881073,0.07099136542,30,100,5,15,0,32.11882773,10.60677973,22,0.0001,0,0.6,-0
3.8,1.699482454,14.20089638,0.2033839401,0.0009905581484,57853.89116,61590.04708,6.516370222,297.9894729,136.6586071,5.812220512,2.579058779,0.3824989913,0.5007295049,8.626743101e-15,9.699025831e-18,32707612.22,13043152.03,3632813.866,766474.7536,129565.9806,18239.60847,2198.404825,231.5986205,21.66892313,1.804108351,0.3868064224,0.0002675885268,0.1480986673,0.3891808336,1575.012404,1736.40806,0.008172250459,0.07082765574,30,100,5,15,0,30.91775046,11.99701719,22,0.0001,0,0.6,-0
4,1.725485262,14.16304707,0.203141516,0.0009899846098,57857.60711,61598.61241,6.519778232,297.9994891,139.325316,5.920566663,2.758453838,0.3963230222,0.5143804204,1.50379756e-14,1.781019475e-17,34426498.69,14326182.24,4190328.897,930236.2005,165560.4296,24543.87163,3115.435704,345.6406569,34.05583074,2.984975322,0.6399458157,0.0002816511337,0.1516693805,0.3984541419,1584.002229,1739.999588,0.008188185948,0.07107209646,30,100,5,15,0,24.89369403,13.97305031,22,0.0001,0,0.6,-0
4.2,1.776821844,14.11231667,0.2028834721,0.0009894361758,57859.84733,61607.13865,6.51332849,298.0086196,141.7563903,6.030209413,2.943442542,0.4105360301,0.5286357667,2.549815891e-14,3.173305556e-17,36154649.26,15658007.9,4796754.729,1117540.905,208879.4518,32527.559,4337.325949,505.4975587,52.31971757,4.815766412,1.032379102,0.0002957895326,0.1553723871,0.4080720417,1593.006126,1744.174415,0.00821804597,0.07101556415,30,100,5,15,0,17.52993931,16.97479692,30,0.0001,0,0.6,-0
4.4,1.825650397,14.07790663,0.2026647668,0.0009889033519,57861.12895,61614.71394,6.501163514,298.0176723,144.1668997,6.141155515,3.13422862,0.4251647656,0.5435098748,4.216273891e-14,5.501547815e-17,37882986.2,17036576.89,5453074.827,1330186.064,260504.7295,42515.86149,5941.977658,725.8313372,78.73717325,7.593839201,1.627820253,0.0003099294561,0.1592085776,0.4180409753,1601.976389,1748.363351,0.008197611954,0.07100757348,30,100,5,15,0,12.75060402,20.03053491,30,0.0001,0,0.6,-0
4.6,1.872062402,14.04090897,0.2024331853,0.0009883693324,57862.42299,61622.30011,6.489235088,298.0244254,145.9651652,6.253410656,3.331012939,0.4401819591,0.5589697234,6.814003828e-14,9.303033993e-17,39615643.13,18459788.69,6160093.333,1569957.641,321478.7427,54873.83712,8021.52207,1024.880176,116.2840334,11.727378,2.513721495,0.0003241047225,0.1631770859,0.4283778632,1610.895234,1752.537837,0.00821128545,0.07083070839,30,100,5,15,0,12.82446054,23.40848685,30,0.0001,0,0.6,-0
4.8,1.914253424,13.99807675,0.2021772306,0.0009878181044,57864.67955,61630.82689,6.483277445,298.035679,148.962022,6.366985409,3.53402207,0.4557466325,0.5751721669,1.078382117e-13,1.537622111e-16,41357418.46,19925706.31,6918452.581,1838626.565,392904.4395,70008.88223,10684.03555,1425.09751,168.8018359,17.76858359,3.808378891,0.0003383545885,0.167297689,0.4390581072,1619.736003,1756.664021,0.008214575798,0.07133817141,30,100,5,15,0,17.6506227,26.33312403,30,0.0001,0,0.6,-0
5,1.953700278,13.95007009,0.2018467015,0.0009872422766,57868.37147,61640.78206,6.486467963,298.0417103,150.5683191,6.481889165,3.743480935,0.4716945175,0.591947521,1.674067412e-13,2.488607015e-16,43112965.88,21432595.12,7728639.664,2137937.234,475941.4361,88372.20872,14055.13189,1953.822671,241.1861525,26.45357937,5.66947451,0.0003527171273,0.1715664726,0.4501822903,1628.520875,1760.732134,0.008229836717,0.07103779152,30,100,5,15,0,24.8410147,31.08090896,30,0.0001,0,0.6,-0
5.2,1.989938421,13.90602919,0.2015378843,0.0009866641193,57872.24236,61650.90086,6.496357613,298.0451653,151.488549,6.598124424,3.959584321,0.4880449023,0.6093129112,2.553085653e-13,3.950638472e-16,44886051.24,22978881.63,8590995.85,2469599.27,571803.1622,110460.6012,18279.7212,2644.041533,339.6085638,38.75147442,8.304577347,0.000367223148,0.1759706527,0.4616927486,1626.894691,1762.175961,0.008248732852,0.07073023057,30,100,0,15,0,30.74430018,34.41528054,30,0.0001,0,0.6,-0
5.4,2.023950921,13.85284829,0.2011794928,0.0009860804314,57876.50267,61661.43578,6.508382077,298.0498909,152.7473621,6.715697737,4.182549744,0.5048942298,0.6273645943,3.830236372e-13,6.160447556e-16,46680238.1,24563148.24,9505725.406,2835278.998,681752.9495,136817.6982,23523.72992,3535.197388,471.7678636,55.92284918,11.98365909,0.0003819018049,0.1805210536,0.4735692573,1625.204349,1763.590423,0.008231290756,0.07077770184,30,100,0,15,0,32.69902647,37.12613789,30,0.0001,0,0.6,-0
5.6,2.054431455,13.81219807,0.2009162009,0.0009855075699,57880.19336,61671.3921,6.519031427,298.0531796,153.6234753,6.834618053,4.412610729,0.5222265653,0.6460849083,5.659446088e-13,9.448441079e-16,48499255.64,26184127.89,10472904.5,3236591.718,807099.8767,168035.0823,29975.85083,4674.068666,647.1757342,79.58940779,17.05399737,0.0003967836074,0.1852243888,0.4858613857,1623.478302,1765.005488,0.008241565842,0.07065274419,30,100,0,15,0,29.85840225,40.4242758,30,0.0001,0,0.6,-0
5.8,2.08150328,13.75845512,0.2005801243,0.0009849595137,57882.46509,61679.92319,6.519321087,298.0561322,154.410139,6.95489365,4.650001811,0.5400660697,0.6654980597,8.244686421e-13,1.426983352e-15,50347276.02,27840732.48,11492490.92,3675094.565,949194.2575,204753.1046,37849.29365,6115.709025,877.4785595,111.8161312,23.95775114,0.0004119026887,0.1900817595,0.4985598074,1621.738144,1766.446646,0.008252896489,0.0705277762,30,100,0,15,0,22.76937978,43.39432412,30,0.0001,0,0.6,-0
6,2.105607145,13.70769632,0.2002538075,0.0009844356038,57883.30051,61687.02384,6.508002944,298.0610366,155.7168908,7.07653264,4.894960868,0.5584043267,0.6855921855,1.185323686e-12,2.124409619e-15,52228222.99,29532058.67,12564334.97,4152280.042,1109422.809,247661.4294,47383.52157,7924.44786,1176.817447,155.2074191,33.2525257,0.0004272911501,0.1950933344,0.5116351374,1619.985185,1767.914847,0.008212493862,0.07030564724,30,100,0,15,0,15.59407272,46.38255032,30,0.0001,0,0.6,-0
6.2,2.125569426,13.63703738,0.1997876305,0.0009839196754,57883.60558,61693.5922,6.492490755,298.0677351,157.5017438,7.199560617,5.147830572,0.5773645514,0.7064979338,1.685011744e-12,3.124601512e-15,54146934.49,31257729.02,13688714.65,4669991.044,1289416.827,297577.7246,58868.57796,10180.3144,1563.310235,213.2062984,45.67541209,0.0004429885719,0.2002772162,0.5251300225,1618.182573,1769.378468,0.008237082107,0.0704855778,30,100,0,15,0,12.95094546,50.15739173,30,0.0001,0,0.6,-0
6.4,2.141039659,13.58476605,0.1994515718,0.0009833906774,57884.61624,61700.85935,6.481247385,298.075504,159.5718978,7.323965817,5.408745164,0.5969909922,0.7282591446,2.364940061e-12,4.531611665e-15,56107999.98,33016575.92,14864247.33,5228745.49,1490208.582,355142.3783,72559.60903,12959.69009,2055.411859,289.5236525,62.02072931,0.0004590325015,0.2056526787,0.5391045607,1616.291784,1770.798011,0.008203816414,0.07082027318,30,100,0,15,0,16.48930522,54.72047077,30,0.0001,0,0.6,-0
6.6,2.152371596,13.51848148,0.1990212974,0.0009828340958,57887.22687,61709.72457,6.480169347,298.078437,160.3535147,7.449791565,5.678167174,0.617224156,0.7508130583,3.286453206e-12,6.502473725e-15,58117853.12,34809063.85,16091589.59,5830674.843,1713710.585,421362.1956,88834.91016,16373.50785,2679.858009,389.5783401,83.44834125,0.000475475574,0.2112254319,0.5536598604,1614.293416,1772.147504,0.008201918742,0.07084654325,30,100,0,15,0,24.49759059,59.89056038,30,0.0001,0,0.6,-0
6.8,2.159811491,13.45711034,0.1986059722,0.0009822495315,57891.52031,61720.26585,6.489655785,298.0813933,161.1414088,7.577018306,5.956190313,0.6380272633,0.7741156853,4.515695139e-12,9.215194371e-15,60180678.74,36634527.99,17369223.42,6476059.939,1960918.394,496936.3788,107998.8442,20520.2244,3462.228463,518.8929736,111.1401196,0.0004923520266,0.2169836974,0.5687055396,1612.188913,1773.425392,0.008205784282,0.07073050739,30,100,0,15,0,32.91740891,63.67558615,30,0.0001,0,0.6,-0
7,2.163059855,13.38717553,0.198147532,0.0009816504291,57896.73658,61731.73206,6.501998566,298.0879161,162.8800459,7.705686448,6.243281292,0.6594911536,0.7982695846,6.150429562e-12,1.29368542e-14,62303221.23,38493950.04,18697705.83,7166923.675,2233834.813,583006.502,130512.3237,25544.54891,4439.789643,685.5383964,146.8232156,0.0005097170368,0.222937544,0.5842092355,1609.990861,1774.652216,0.008165392838,0.07078230613,30,100,0,15,0,37.54052979,67.61489055,30,0.0001,0,0.6,-0
7.2,2.161652336,13.31941157,0.1977139938,0.0009810536213,57901.89352,61743.13665,6.514911745,298.0882157,162.9599304,7.835795485,6.539661386,0.6816664162,0.8233308446,8.30018133e-12,1.79804359e-14,64491353.87,40387554.82,20075987.4,7903817.76,2533701.676,680455.6623,156776.8616,31583.28076,5650.102449,898.1106657,192.3368815,0.0005276186551,0.2290988081,0.600341884,1607.721829,1775.856797,0.008226453583,0.07090614538,30,100,0,15,0,37.25097565,72.89533664,30,0.0001,0,0.6,-0
7.4,2.156440796,13.25669352,0.1973210434,0.0009804762396,57905.95974,61753.44984,6.519531434,298.0934668,164.3599545,7.967341696,6.845531641,0.7044567267,0.8491926231,1.109582981e-11,2.473187969e-14,66750839.15,42315848.95,21503032.81,8687166.24,2861696.18,790169.7662,187211.9867,38784.51906,7135.197374,1166.547133,249.8071294,0.0005461040258,0.2354577433,0.6169233132,1605.419569,1777.074176,0.008231953364,0.07064535288,30,100,0,15,0,31.80341939,76.24663488,30,0.0001,0,0.6,-0
7.6,2.147283466,13.18414996,0.1968826632,0.0009799235919,57908.57114,61762.31675,6.513224895,298.0970411,165.3129976,8.10035056,7.161292196,0.727951769,0.8759556469,1.471277201e-11,3.371898007e-14,69089014.58,44280367.37,22978841.76,9518285.58,3219579.585,913334.7737,222362.0759,47339.44172,8949.685652,1503.934134,322.0335,0.0005652331788,0.2420173147,0.6340462084,1603.085508,1778.312952,0.008244346705,0.07056447167,30,100,0,15,0,24.53701523,81.36410731,30,0.0001,0,0.6,-0
7.8,2.133307553,13.11471287,0.1964640554,0.0009793863302,57910.23385,61770.22447,6.500608393,298.1045062,167.3036842,8.234850298,7.487376536,0.7521687526,0.9036402326,1.937160901e-11,4.562574431e-14,71514677.96,46283035.79,24503419.8,10398439.63,3609160.77,1051222.538,262832.1548,57467.52993,11158.21992,1926.246569,412.4331137,0.0005850780909,0.248788812,0.6516572945,1600.703839,1779.556927,0.00825033917,0.07046434415,30,100,0,15,0,19.80252549,86.06283742,30,0.0001,0,0.6,-0
8,2.114539705,13.0451651,0.1960594579,0.0009788472094,57911.95536,61778.18374,6.48685938,298.101788,166.5788019,8.370838211,7.824012901,0.7771255065,0.9322653085,2.531637309e-11,6.123966498e-14,74036022.16,48325390.22,26075815.1,11327796.72,4031575.645,1204840.253,309157.9222,69377.97096,13826.01677,2450.408493,524.6255367,0.0006057057899,0.2557784402,0.6699995844,1598.245006,1780.774218,0.008220068597,0.07041104524,30,100,0,15,0,20.10036952,92.25054911,30,0.0001,0,0.6,-0
8.2,2.091356599,13.1614757,0.1989608227,0.000978288077,57914.83259,61787.31478,6.482128904,298.1061916,167.7532743,8.508307066,8.171396636,0.8028605097,0.9618732758,3.282463595e-11,8.148417021e-14,76661290.6,50409163.79,27695015.33,12306263.81,4487764.74,1375124.814,361867.2839,83285.81724,17022.57242,3095.075099,662.6000864,0.0006271837171,0.2051677503,0.5396637101,1595.675131,1781.929372,0.008276072501,0.07047004625,42,100,0,15,0,25.88134157,95.17577025,30,0.0001,0,0.6,-0
8.4,2.063997861,13.1019276,0.1991823938,0.0009777034306,57919.23699,61797.98375,6.486681668,298.1052484,167.5017161,8.647308459,8.530162133,0.8292906522,0.9923747755,4.230893992e-11,1.077403138e-13,79403708.01,52538318.36,29362008.94,13335705.65,4980069.217,1563766.47,421810.4777,99520.34413,20851.86682,3887.930564,832.276861,0.000649620067,0.2043791154,0.5356778877,1592.99187,1783.013176,0.008300816202,0.07020749901,42,100,0,15,0,33.5212992,100.5324361,30,0.0001,0,0.6,-0
8.6,2.03176686,13.03145578,0.1989611447,0.0009771000526,57924.80426,61809.82733,6.495032497,298.107031,167.9772721,8.787833719,8.900511319,0.8565745028,1.02395018,5.418326049e-11,1.414627025e-13,82273544.48,54715551.92,31075983.09,14415892.02,5509385.71,1771780.101,489605.6758,118350.2264,25406.01291,4855.196769,1039.261989,0.0006730988618,0.2091893493,0.548028428,1590.190137,1784.031885,0.008266349374,0.07032042269,42,100,0,15,0,39.33856125,104.156204,30,0.0001,0,0.6,-0
