time_h,S,DO2,O2,P,V,Wt,pH,T,Q,Viscosity,Culture_age,a0,a1,a3,a4,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,nm,phi0,CO2outgas,CO2_d,PAA,NH3,mu_P_calc,mu_X_calc,Fg,RPM,Fpaa,Fs,Fa,Fb,Fc,Foil,Fh,Fw,pressure,Fremoved
h,g/L,mg/L,O2  (%),g/L,L,Kg,pH,K,kJ,centPoise,h,g/L,g/L,g/L,g/L,-,-,-,-,-,-,-,-,-,-,-,-,%,(mg L^{-1}),PAA (g L^{-1}),NH3 (g L^{-1}),hr^{-1},hr^{-1},L/h,RPM,PAA flow (L/h),L/h,L/h,L/h,L/h,L/hr,L/h,L/h,bar,L/h
0.2,1.101498539,14.73165539,0.202179602,0.001,56942.25843,61785.43624,6.439164046,297.607178,264.0882393,4.077972102,0.08616938494,0.1504940585,0.2863381696,6.517628347e-29,3.876148432e-33,1512388.817,33361.9145,489.3363347,5.377164093,0.04724882686,0.0003459941074,2.173093497e-06,1.195910647e-08,5.863563929e-11,2.593942264e-13,5.567970186e-14,1.237320208e-05,0.0788660206,0.2078534675,1412.609956,1706.472869,0.007584184279,0.0820548757,30,100,5,8,0,35.54283357,0.0001,22,280.2261255,0,0.6,-0
0.4,1.154288492,14.72358559,0.2057618855,0.0009993238266,56951.72527,61799.3805,6.490910478,297.8659956,331.8849913,4.157502594,0.1747766793,0.1594183056,0.289932013,1.312326774e-25,1.547208295e-29,2972945.139,131724.2099,3873.736948,85.28297991,1.500822882,0.0220042661,0.0002765786214,3.043671124e-06,2.980356249e-08,2.626211064e-10,5.636876469e-11,2.432235054e-05,0.08866047244,0.2332293812,1421.083025,1710.122371,0.007550000453,0.08191344988,30,100,5,8,0,59.8772153,0.0001,22,78.56450425,0,0.6,-0
0.6,1.20532244,14.70537178,0.2064473518,0.0009986349684,56961.95596,61814.09047,6.545062736,297.8422457,325.6626142,4.238550707,0.2659590039,0.168462299,0.2941136322,1.12334127e-23,1.980641482e-27,4390668.392,292715.057,12938.5996,427.9047523,11.30804661,0.2488951679,0.004695141343,7.751368488e-05,1.13806648e-06,1.501449724e-08,3.222492939e-09,3.592107178e-05,0.09199858317,0.2423517419,1429.491914,1713.73912,0.007532033287,0.08179676648,30,100,5,8,0,63.86329572,0.0001,22,0.0001,0,0.6,-0
0.8,1.255399862,14.69144868,0.2065004755,0.0009980065458,56968.637,61825.25735,6.583866752,298.1910536,417.0637015,4.321078731,0.3598522095,0.1775908752,0.2988623255,2.636511832e-22,6.190312327e-26,5773193.218,514218.0941,30355.24107,1340.202733,47.26728573,1.388139309,0.03493057113,0.0007690630774,1.505367953e-05,2.644838088e-07,5.676132644e-08,4.723182657e-05,0.09410270559,0.2457348002,1437.952816,1717.454401,0.007578514382,0.08111464642,30,100,5,8,0,46.34617045,0.0001,22,103.3803358,0,0.6,-0
1,1.303929946,14.67050637,0.20635834,0.000997456178,56970.75583,61831.86332,6.591910211,298.0641088,383.7963038,4.405056729,0.4565995522,0.1869074828,0.3042153876,3.049275086e-21,8.948303406e-25,7127053.771,794321.884,58688.15925,3242.47849,143.0780168,5.256274429,0.1654312054,0.004554858874,0.00011147725,2.446756607e-06,5.250690273e-07,5.830807232e-05,0.09603071078,0.2515184812,1446.461676,1721.297181,0.007635663116,0.08116142328,30,100,5,8,0.5175557414,23.17308522,114.6011568,22,10.33803358,0,0.6,-0
1.2,1.350846481,14.64804427,0.206157643,0.0009969483342,56970.6937,61836.29483,6.58208074,297.9598153,356.4640657,4.490465964,0.5563592205,0.1964210822,0.310157831,2.251435004e-20,7.930464832e-24,8458432.176,1131279.657,100394.0851,6662.277887,353.0645544,15.57540614,0.5885835681,0.01945572903,0.0005716025691,1.504856619e-05,3.229184706e-06,6.920038642e-05,0.09800318946,0.2573974205,1454.950636,1725.195987,0.007680347378,0.08118836611,30,100,5,8,1.038332647,11.58654261,75.35367227,22,1.033803358,0,0.6,-0
1.4,1.396118831,14.62918613,0.2059752024,0.000996460711,56969.60052,61839.7008,6.56316575,297.897203,340.0551504,4.577292203,0.6592937533,0.2061663224,0.3166970069,1.220311311e-19,5.017872351e-23,9772827.218,1523521.843,157833.3511,12229.70027,756.7188935,38.9738843,1.719344616,0.06634263894,0.002275113192,6.986557453e-05,1.499108456e-05,7.995375571e-05,0.1000683049,0.2632621432,1463.439498,1729.115475,0.007666446227,0.08138155131,30,100,5,8,1.559907588,5.793271306,42.72858181,22,0.1033803358,0,0.6,-0
1.6,1.439548216,14.60276443,0.2057344536,0.0009959783194,56968.01651,61842.62356,6.540324886,298.0735453,386.2690764,4.665524343,0.7655690214,0.2161546983,0.3238299327,5.267048128e-19,2.476318531e-22,11075282.15,1969586.276,233257.279,20669.33832,1462.609233,86.14355234,4.345429311,0.1917117539,0.007516455798,0.0002637119978,5.658114777e-05,9.060944022e-05,0.1022386105,0.2677639656,1471.887633,1733.039162,0.007687733126,0.0815283373,30,100,5,8,2.081794211,2.896635653,12.81857454,22,55.99831622,0,0.6,-0
1.8,1.480629283,14.58085688,0.2055213757,0.0009955101204,56965.42185,61844.5291,6.517409687,298.0071467,368.8684,4.755155493,0.8753588961,0.2264236613,0.331576741,1.911532652e-18,1.011544748e-21,12370670.78,2468168.171,328830.7266,32797.76666,2612.553727,173.2065592,9.834456522,0.4883276617,0.02154719349,0.0008502346102,0.0001824116826,0.0001012073136,0.1045202671,0.2741562268,1480.288383,1736.982122,0.007676732849,0.08180215224,30,100,5,8,0,0,70.27138814,22,5.599831622,0,0.6,-0
2,1.51961208,14.56293584,0.205351938,0.0009950421958,56962.84417,61846.4613,6.495391561,297.9534643,354.8005822,4.846185301,0.988853209,0.2370402472,0.3399801513,6.05017211e-18,3.559160182e-21,13663678.45,3018069.826,446617.3813,49515.05122,4384.863121,323.1848867,20.39907129,1.125943375,0.05522215321,0.002420519705,0.000519271466,0.0001117857079,0.1069244968,0.280856884,1488.596539,1740.911254,0.007669566143,0.08245911708,30,100,5,8,0,0,48.79925644,22,0.5599831622,0,0.6,-0
2.2,1.556523914,14.54342179,0.2051802601,0.0009945659051,56960.75107,61848.8834,6.477279338,297.9214181,346.4028552,4.938613907,1.106243284,0.2479564717,0.3489971028,1.713989343e-17,1.109676832e-20,14958515.02,3618201.153,588584.2481,71798.77931,6997.440475,567.6064904,39.42778678,2.394850657,0.1292464657,0.006230171929,0.001336465644,0.0001223790649,0.1094525909,0.2877399627,1496.867897,1744.813544,0.007613977923,0.08259134903,30,100,5,8,0,2.362266615,31.04482269,22,0.05599831622,0,0.6,-0
2.4,1.591153872,14.52398371,0.2050091786,0.0009940535181,56960.56135,61853.21521,6.471288032,298.0683782,384.9137505,5.032439347,1.227714369,0.2591847967,0.3586258955,4.431980015e-17,3.131929321e-20,16259095.93,4267592.968,756618.2895,100701.8819,10711.23039,948.3117647,71.89521296,4.765941805,0.2806978105,0.01475801705,0.003165611769,0.0001330194175,0.1121032551,0.2936007219,1505.068103,1748.644867,0.007657897879,0.08271557263,30,100,5,8,0,11.9594814,9.313446808,22,42.95447217,0,0.6,-0
2.6,1.624161916,14.50265437,0.2048234434,0.0009934980419,56962.75007,61859.94135,6.478070545,298.0285725,374.4822757,5.127656708,1.353441534,0.2706785844,0.3688154659,1.061404768e-16,8.130403459e-20,17568822.88,4965351.491,952510.8744,137342.9394,15832.20289,1519.232814,124.8365801,8.968972757,0.5724872669,0.03260316781,0.006992963527,0.0001437345961,0.1148710357,0.3011119951,1513.157015,1752.391552,0.007645113913,0.08239332674,30,100,5,8,0,23.92596099,57.30821629,22,4.295447217,0,0.6,-0
2.8,1.654736404,14.47164643,0.2045555213,0.0009929127474,56966.79933,61868.52879,6.492534081,297.9913394,364.7242593,5.224261883,1.483600777,0.282499201,0.3796092293,2.381181278e-16,1.965530793e-19,18890974.8,5710652.192,1177964.174,182901.3313,22713.68243,2348.323193,207.9061359,16.09339329,1.1067107,0.06786999231,0.01455630086,0.0001545514262,0.1177580667,0.3089817092,1521.175863,1756.067475,0.007639637472,0.08237583557,30,100,5,8,0,33.1763242,45.03721636,22,0.4295447217,0,0.6,-0
3,1.682876833,14.44532802,0.2043084123,0.0009923180039,56971.55277,61877.82388,6.511099319,297.9677835,358.5501395,5.322252515,1.618372666,0.2946297682,0.3909845836,5.048433499e-16,4.467645149e-19,20229038.71,6502734.754,1434578.396,238606.3766,31757.06819,3519.344371,333.9888776,27.71168572,2.042608361,0.1342032905,0.02878114722,0.0001654984359,0.120765396,0.3170721098,1529.088888,1759.708725,0.00763656428,0.08209056252,30,100,5,8,0,36.65695542,33.56180926,22,0.04295447217,0,0.6,-0
3.2,1.724546714,14.42120221,0.2040886538,0.00099171488,56976.92381,61888.22771,6.526548796,297.9559253,355.4417205,5.421625803,1.757935199,0.307078422,0.4029346652,1.0189244e-15,9.624269677e-19,21580131.16,7340848.467,1723876.048,305738.4549,43414.67649,5134.064286,519.9361759,46.03538059,3.620854396,0.2537449642,0.05441442347,0.0001765520352,0.1238912204,0.3253831355,1536.964701,1763.317759,0.007606465687,0.08174396882,30,100,5,15,0,32.72261719,25.38948906,22,0.004295447217,0,0.6,-0
3.4,1.764320698,14.39867611,0.2038955915,0.0009911481334,56980.27814,61896.63059,6.528598745,297.9544917,355.0658901,5.52238122,1.902473056,0.3198837884,0.4154875506,1.96951405e-15,1.977877156e-18,22941297.6,8223967.202,2047284.141,385620.4725,58190.44078,7314.228185,787.3540414,74.10022365,6.19490365,0.4612543017,0.09890736674,0.0001876880521,0.1271373529,0.3339221622,1544.846211,1766.975573,0.007649751051,0.08144391032,30,100,5,15,0,22.63183337,20.26697272,22,0.0004295447217,0,0.6,-0
3.6,1.801289136,14.37273672,0.2036857086,0.0009906190783,56981.45661,61902.84558,6.515989697,297.9580454,355.9976074,5.624522241,2.052186023,0.3330909959,0.4286787454,3.664049923e-15,3.898780833e-18,24315868.77,9151059.008,2406124.465,479610.9319,76640.64883,10203.59529,1163.479192,115.9871974,10.27110572,0.8097524367,0.1736249057,0.0001989337362,0.1305106605,0.3427471216,1552.791224,1770.686294,0.007631253602,0.08130953581,30,100,5,15,0,11.75505004,18.20851008,22,0.0001,0,0.6,-0
3.8,1.835009353,14.33991902,0.2034165446,0.0009901090496,56981.46768,61907.88317,6.495935607,297.9671109,358.3744336,5.728056009,2.207289322,0.3467384474,0.4425381068,6.587550145e-15,7.404368695e-18,25707636.79,10121199.34,2801615.993,589096.7765,99374.07982,13969.87909,1682.114331,177.0782525,16.55855278,1.378025269,0.2954530175,0.0002103201117,0.1340209171,0.351877168,1560.74775,1774.417705,0.007683328806,0.08132174821,30,100,5,15,0,5.927088707,17.73874872,22,0.0001,0,0.6,-0
4,1.865571855,14.30369941,0.2031049281,0.0009895898945,56981.91004,61913.35037,6.478980929,297.978971,361.4840878,5.832990989,2.368006018,0.3608343354,0.4570661482,1.148574529e-14,1.359952062e-17,27120446.09,11133584.76,3234878.737,715487.024,127052.161,18806.77017,2384.661959,264.3563601,26.0311586,2.280538251,0.4889225131,0.0002218786308,0.13767519,0.3613528779,1568.672981,1778.119663,0.007692783285,0.08131680793,30,100,5,15,0,8.098274414,19.26637026,22,0.0001,0,0.6,-0
4.2,1.920965823,14.25812251,0.2027929628,0.0009890385994,56984.13238,61922.0493,6.471292027,297.9934839,365.2894665,5.939351786,2.534629856,0.3754460764,0.4723208611,1.952474713e-14,2.430431123e-17,28547763.07,12187765.46,3707320.075,860397.2717,160450.713,24950.79452,3324.066019,387.1964674,40.06351533,3.687239995,0.7904514014,0.0002335558405,0.1414861549,0.3712024627,1576.488241,1782.309245,0.00767976423,0.08156933384,30,100,5,15,0,17.01734111,22.05678577,30,0.0001,0,0.6,-0
